Course Session,Course,Professor,Bulletin,First Year Cirriculum,Credit-Hours,Term,Description,Year Begin,Year End,Course Category
History of American Law (1992-1994),History of American Law,,1992-1994,,,,,1992,1994,Legal History
Jurisprudence (1992-1994),Jurisprudence,,1992-1994,,,,,1992,1994,Courts & Jurisprudence
Law and Social Science (1992-1994),Law and Social Science,,1992-1994,,,,,1992,1994,Legal Theory & Methods
The Lawyering Process (1992-1994),The Lawyering Process,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
The Lawyering Process—Creating Agreements (1992-1994),The Lawyering Process—Creating Agreements,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
Lawyering Process for Social Change (1992-1994),Lawyering Process for Social Change,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
Lawyering Process—The Small Business (1992-1994),Lawyering Process—The Small Business,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
Modern American Legal Thought (1992-1994),Modern American Legal Thought,,1992-1994,,,,,1992,1994,Legal Theory & Methods
Quantitative Methods (1992-1994),Quantitative Methods,,1992-1994,,,,,1992,1994,Legal Theory & Methods
Quantitative Methods: Economics (1992-1994),Quantitative Methods: Economics,,1992-1994,,,,,1992,1994,Law & Economics
Quantitative Methods: Finance and Statistics (1992-1994),Quantitative Methods: Finance and Statistics,,1992-1994,,,,,1992,1994,Legal Theory & Methods
Financial Accounting (1992-1994),Financial Accounting,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
Administrative Law (1992-1994),Administrative Law,,1992-1994,,,,,1992,1994,Administrative Law & Regulation
Advocacy and the Judicial Decisionmaking Process (1992-1994),Advocacy and the Judicial Decisionmaking Process,,1992-1994,,,,,1992,1994,Courts & Jurisprudence
Antitrust (1992-1994),Antitrust,,1992-1994,,,,,1992,1994,Antitrust
Art and the Law (1992-1994),Art and the Law,,1992-1994,,,,,1992,1994,"Technology, Media & Communications"
Bankruptcy (1992-1994),Bankruptcy,,1992-1994,,,,,1992,1994,Consumer & Commercial Law
Business—What Lawyers Should Know (1992-1994),Business—What Lawyers Should Know,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
Business Associations IA (1992-1994),Business Associations IA,,1992-1994,,,,,1992,1994,Corporate Law
Business Associations IB (1992-1994),Business Associations IB,,1992-1994,,,,,1992,1994,Corporate Law
Business Associations II (1992-1994),Business Associations II,,1992-1994,,,,,1992,1994,Corporate Law
Counseling the Business Enterprise (1992-1994),Counseling the Business Enterprise,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
Capital Markets and Securities Regulation (1992-1994),Capital Markets and Securities Regulation,,1992-1994,,,,,1992,1994,"Finance, Banking & Securities"
Public Policy Towards Child Abuse and Neglect (1992-1994),Public Policy Towards Child Abuse and Neglect,,1992-1994,,,,,1992,1994,Family Law
Issues in Child Custody (1992-1994),Issues in Child Custody,,1992-1994,,,,,1992,1994,Family Law
The Role of Family and State in Meetings the Needs of Children (1992-1994),The Role of Family and State in Meetings the Needs of Children,,1992-1994,,,,,1992,1994,Family Law
Advanced Civil Procedure (1992-1994),Advanced Civil Procedure,,1992-1994,,,,,1992,1994,Civil Law & Procedure
Civil Rights (1992-1994),Civil Rights,,1992-1994,,,,,1992,1994,Civil Rights
Commodification: The Issue of Market Exchange in Law and Political Philosophy (1992-1994),Commodification: The Issue of Market Exchange in Law and Political Philosophy,,1992-1994,,,,,1992,1994,Law & Economics
Community Law Practice (1992-1994),Community Law Practice,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
Comparative Law (1992-1994),Comparative Law,,1992-1994,,,,,1992,1994,International & Comparative Law
Interdisciplinary Seminar in Conflict and Negotiation (1992-1994),Interdisciplinary Seminar in Conflict and Negotiation,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
Conflict of Laws (1992-1994),Conflict of Laws,,1992-1994,,,,,1992,1994,Civil Law & Procedure
Constitutional Law II (1992-1994),Constitutional Law II,,1992-1994,,,,,1992,1994,Constitutional Law
Workshop in Constitutional Law and Judicial Biography Problems (1992-1994),Workshop in Constitutional Law and Judicial Biography Problems,,1992-1994,,,,,1992,1994,Constitutional Law
Advanced Copyright Law (1992-1994),Advanced Copyright Law,,1992-1994,,,,,1992,1994,Intellectual Property
Corporate Acquisitions (1992-1994),Corporate Acquisitions,,1992-1994,,,,,1992,1994,Corporate Law
Corporate Governance and Social Responsibility (1992-1994),Corporate Governance and Social Responsibility,,1992-1994,,,,,1992,1994,Corporate Law
Corporate Strategic Alliances (1992-1994),Corporate Strategic Alliances,,1992-1994,,,,,1992,1994,Corporate Law
Advanced Issues in Criminal Defense and Prosecution (1992-1994),Advanced Issues in Criminal Defense and Prosecution,,1992-1994,,,,,1992,1994,Criminal Law & Procedure
Criminal Defense Lawyering: The Public Defender Perspective (1992-1994),Criminal Defense Lawyering: The Public Defender Perspective,,1992-1994,,,,,1992,1994,Criminal Law & Procedure
Criminal Procedure (1992-1994),Criminal Procedure,,1992-1994,,,,,1992,1994,Criminal Law & Procedure
Advanced Criminal Procedure (1992-1994),Advanced Criminal Procedure,,1992-1994,,,,,1992,1994,Criminal Law & Procedure
Directed Research (1992-1994),Directed Research,,1992-1994,,,,,1992,1994,Independent Study
Economic Analysis of Law (1992-1994),Economic Analysis of Law,,1992-1994,,,,,1992,1994,Law & Economics
Employment Discrimination (1992-1994),Employment Discrimination,,1992-1994,,,,,1992,1994,Labor Law
Employment Law (1992-1994),Employment Law,,1992-1994,,,,,1992,1994,Labor Law
Energy Law and Policy (1992-1994),Energy Law and Policy,,1992-1994,,,,,1992,1994,"Environmental, Natural Resources, Land Use & Water Law"
Entertainment Industries (1992-1994),Entertainment Industries,,1992-1994,,,,,1992,1994,"Technology, Media & Communications"
Environmental Law and Processes (1992-1994),Environmental Law and Processes,,1992-1994,,,,,1992,1994,"Environmental, Natural Resources, Land Use & Water Law"
Environmental Strategy (1992-1994),Environmental Strategy,,1992-1994,,,,,1992,1994,"Environmental, Natural Resources, Land Use & Water Law"
Environmental Workshop (1992-1994),Environmental Workshop,,1992-1994,,,,,1992,1994,"Environmental, Natural Resources, Land Use & Water Law"
Estate Planning (1992-1994),Estate Planning,,1992-1994,,,,,1992,1994,Trusts & Estates
European Legal History (1992-1994),European Legal History,,1992-1994,,,,,1992,1994,Legal History
Evidence (1992-1994),Evidence,,1992-1994,,,,,1992,1994,Evidence
Family Law (1992-1994),Family Law,,1992-1994,,,,,1992,1994,Family Law
Federal Jurisdiction (1992-1994),Federal Jurisdiction,,1992-1994,,,,,1992,1994,Courts & Jurisprudence
Finance Theory II (1992-1994),Finance Theory II,,1992-1994,,,,,1992,1994,"Professional Skills, Practice & Ethics"
"""Gender, Law, and Public Policy"" (1992-1994)","""Gender, Law, and Public Policy""",,1992-1994,,,,,1992,1994,"Politics, Policy & Legislation"
Health Law and Policy (1992-1994),Health Law and Policy,,1992-1994,,,,,1992,1994,Health Law
Advanced Issues in Health Law and Policy (1992-1994),Advanced Issues in Health Law and Policy,,1992-1994,,,,,1992,1994,Health Law
History of American Law (1992-1994),History of American Law,,1992-1994,,,,,1992,1994,Legal History
Human Rights (1992-1994),Human Rights,,1992-1994,,,,,1992,1994,Civil Rights
Identity and Difference (1992-1994),Identity and Difference,,1992-1994,,,,,1992,1994,Legal Theory & Methods
Immigration Law and Policy (1992-1994),Immigration Law and Policy,,1992-1994,,,,,1992,1994,Immigration Law
Immigration Law Clinic (1992-1994),Immigration Law Clinic,,1992-1994,,,,,1992,1994,Immigration Law
Income Distribution Policy (1992-1994),Income Distribution Policy,,1992-1994,,,,,1992,1994,"Politics, Policy & Legislation"
Indigenous Americans and United States Law (1992-1994),Indigenous Americans and United States Law,,1992-1994,,,,,1992,1994,Tribal Law
Information Technology and the Judiciary: An Interdisciplinary Research Project (1992-1994),Information Technology and the Judiciary: An Interdisciplinary Research Project,,1992-1994,,,,,1992,1994,"Technology, Media & Communications"
Information Utility (1992-1994),Information Utility,,1992-1994,,,,,1992,1994,"Technology, Media & Communications"
Intellectual Property: Copyright and Trademark Law (1992-1994),Intellectual Property: Copyright and Trademark Law,,1992-1994,,,,,1992,1994,Intellectual Property
International Business Transactions (1992-1994),International Business Transactions,,1992-1994,,,,,1992,1994,International & Comparative Law
International Environmental Law (1992-1994),International Environmental Law,,1992-1994,,,,,1992,1994,International & Comparative Law
Essentials of International Law (1992-1994),Essentials of International Law,,1992-1994,,,,,1992,1994,International & Comparative Law
Jurisprudence (1992-1994),Jurisprudence,,1992-1994,,,,,1992,1994,Courts & Jurisprudence
Labor Law I (1992-1994),Labor Law I,,1992-1994,,,,,1992,1994,Labor Law
Land Use Law (1992-1994),Land Use Law,,1992-1994,,,,,1992,1994,"Environmental, Natural Resources, Land Use & Water Law"
Law and Economics Seminar (1992-1994),Law and Economics Seminar,,1992-1994,,,,,1992,1994,Law & Economics
Law and High Technology (1992-1994),Law and High Technology,,1992-1994,,,,,1992,1994,"Technology, Media & Communications"
Law and Social Science (1992-1994),Law and Social Science,,1992-1994,,,,,1992,1994,Legal Theory & Methods
Law and Society in Asia (1992-1994),Law and Society in Asia,,1992-1994,,,,,1992,1994,International & Comparative Law
Law and Theories of Interpretation (1992-1994),Law and Theories of Interpretation,,1992-1994,,,,,1992,1994,Legal Theory & Methods
Law and the Political Process (1992-1994),Law and the Political Process,,1992-1994,,,,,1992,1994,"Politics, Policy & Legislation"
